customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Binary,Tenure_Group,Charge_Tier,Revenue_Segment,Is_Senior
TELCO-00287,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,21.3,398.65,Yes,1,13-24 Months,Low,Mid Value,Non-Senior
TELCO-00288,Female,0,Yes,No,23,Yes,No,DSL,Yes,Yes,No,Two year,Yes,Mailed check,120.0,2386.42,No,0,13-24 Months,Premium,Mid Value,Non-Senior
TELCO-00289,Female,0,No,No,10,Yes,No,DSL,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),18.0,174.6,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-00290,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,Yes,No,Two year,Yes,Credit card (automatic),54.46,1352.67,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00291,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),63.22,60.26,Yes,1,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00292,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),104.27,106.84,No,0,0-12 Months,Premium,Low Value,Non-Senior
TELCO-00293,Female,0,No,No,51,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Mailed check,18.0,818.04,Yes,1,49-72 Months,Low,Mid Value,Non-Senior
TELCO-00294,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,77.46,864.14,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-00295,Female,0,No,Yes,4,No,No phone service,DSL,Yes,Yes,No,Two year,Yes,Electronic check,38.29,150.78,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00296,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.83,1694.93,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-00297,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.8,1419.57,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00298,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),112.17,706.89,Yes,1,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-00299,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,37.97,1004.08,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00300,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,One year,No,Electronic check,18.0,35.04,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-00301,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,41.33,36.56,Yes,1,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00302,Male,1,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card (automatic),57.16,1172.78,Yes,1,13-24 Months,Mid,Mid Value,Senior
TELCO-00303,Male,1,No,Yes,23,Yes,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,97.47,2121.86,Yes,1,13-24 Months,Premium,Mid Value,Senior
TELCO-00304,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.25,769.96,No,0,25-48 Months,Low,Mid Value,Non-Senior
TELCO-00305,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.84,,Yes,1,25-48 Months,Low,Low Value,Non-Senior
TELCO-00306,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,Two year,Yes,Mailed check,93.82,5803.26,No,0,49-72 Months,Premium,High Value,Non-Senior
TELCO-00307,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,Two year,No,Electronic check,23.74,518.58,Yes,1,13-24 Months,Low,Mid Value,Non-Senior
TELCO-00308,Male,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,Two year,No,Electronic check,59.63,633.88,No,0,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-00309,Male,0,Yes,No,47,No,No phone service,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,60.24,2857.17,No,0,25-48 Months,Mid,High Value,Non-Senior
TELCO-00310,Male,0,Yes,Yes,9,No,No phone service,DSL,No,No,No,One year,No,Mailed check,71.53,602.62,Yes,1,0-12 Months,High,Mid Value,Non-Senior
TELCO-00311,Female,1,No,No,17,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,No,Mailed check,42.5,679.7,No,0,13-24 Months,Mid,Mid Value,Senior
TELCO-00312,Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),37.19,76.3,Yes,1,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00313,Male,1,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,75.05,77.24,No,0,0-12 Months,High,Low Value,Senior
TELCO-00314,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,38.12,2463.97,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-00315,Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),24.2,1162.85,No,0,49-72 Months,Low,Mid Value,Non-Senior
TELCO-00316,Female,1,No,No,35,Yes,No,Fiber optic,No,No,Yes,Two year,No,Bank transfer (automatic),101.83,3383.16,No,0,25-48 Months,Premium,High Value,Senior
TELCO-00317,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.64,1230.5,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-00318,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,No,Bank transfer (automatic),118.03,539.68,No,0,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-00319,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,One year,No,Bank transfer (automatic),88.52,433.93,No,0,0-12 Months,High,Mid Value,Senior
TELCO-00320,Male,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,26.96,213.87,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-00321,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,Yes,One year,Yes,Mailed check,67.89,1570.42,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-00322,Male,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.53,1230.06,Yes,1,25-48 Months,Low,Mid Value,Non-Senior
TELCO-00323,Male,0,No,Yes,32,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,18.0,535.96,Yes,1,25-48 Months,Low,Mid Value,Non-Senior
TELCO-00324,Male,0,No,No,9,No,No phone service,DSL,Yes,Yes,No,One year,No,Credit card (automatic),51.58,484.37,No,0,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-00325,Male,0,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,94.45,6611.8,No,0,49-72 Months,Premium,High Value,Non-Senior
TELCO-00326,Male,0,Yes,No,40,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,73.25,2917.44,Yes,1,25-48 Months,High,High Value,Non-Senior
TELCO-00327,Male,1,No,No,24,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Credit card (automatic),23.27,513.24,No,0,13-24 Months,Low,Mid Value,Senior
TELCO-00328,Male,1,No,Yes,28,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.53,1392.19,No,0,25-48 Months,Mid,Mid Value,Senior
TELCO-00329,Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.71,875.74,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-00330,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),18.0,129.46,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-00331,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Bank transfer (automatic),86.4,1115.28,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-00332,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer (automatic),58.14,2330.23,Yes,1,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00333,Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,No,Electronic check,23.28,22.97,No,0,0-12 Months,Low,Low Value,Senior
TELCO-00334,Male,0,No,No,3,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,21.58,58.52,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-00335,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,Month-to-month,No,Electronic check,98.02,95.05,No,0,0-12 Months,Premium,Low Value,Non-Senior
TELCO-00336,Male,0,No,No,1,No,No phone service,Fiber optic,Yes,Yes,Yes,One year,No,Electronic check,53.58,50.3,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00337,Male,0,No,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,Mailed check,100.71,5662.39,Yes,1,49-72 Months,Premium,High Value,Non-Senior
TELCO-00338,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer (automatic),112.16,3667.0,No,0,25-48 Months,Premium,High Value,Non-Senior
TELCO-00339,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,95.67,1805.17,Yes,1,13-24 Months,Premium,Mid Value,Non-Senior
TELCO-00340,Female,0,No,No,3,Yes,No,DSL,No,No,No,Two year,No,Electronic check,49.0,148.64,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00341,Male,0,Yes,No,20,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Bank transfer (automatic),18.0,324.71,Yes,1,13-24 Months,Low,Low Value,Non-Senior
TELCO-00342,Female,0,Yes,No,19,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),74.39,1286.38,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-00343,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),120.0,589.34,No,0,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-00344,Female,1,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,One year,No,Credit card (automatic),63.94,1075.15,Yes,1,13-24 Months,Mid,Mid Value,Senior
TELCO-00345,Male,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),18.0,267.52,No,0,13-24 Months,Low,Low Value,Non-Senior
TELCO-00346,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.75,1236.13,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00347,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Bank transfer (automatic),59.49,1657.2,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00348,Male,0,No,No,1,Yes,Yes,DSL,Yes,Yes,No,Two year,Yes,Credit card (automatic),32.06,29.78,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-00349,Male,0,Yes,No,14,No,No phone service,Fiber optic,No,No,No,Month-to-month,No,Credit card (automatic),18.0,227.04,Yes,1,13-24 Months,Low,Low Value,Non-Senior
TELCO-00350,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.06,1586.23,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00351,Female,1,No,Yes,20,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,41.45,819.48,No,0,13-24 Months,Mid,Mid Value,Senior
TELCO-00352,Male,1,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.18,5954.03,Yes,1,49-72 Months,Premium,High Value,Senior
TELCO-00353,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Credit card (automatic),68.03,2258.72,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-00354,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,No,Yes,One year,No,Bank transfer (automatic),79.09,401.52,Yes,1,0-12 Months,High,Mid Value,Non-Senior
TELCO-00355,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,One year,No,Credit card (automatic),61.43,125.5,Yes,1,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00356,Male,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,67.81,2098.04,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-00357,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,Two year,Yes,Electronic check,18.0,16.77,Yes,1,0-12 Months,Low,Low Value,Non-Senior
TELCO-00358,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,33.8,895.8,No,0,25-48 Months,Low,Mid Value,Non-Senior
TELCO-00359,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Credit card (automatic),97.66,6199.07,No,0,49-72 Months,Premium,High Value,Non-Senior
TELCO-00360,Male,1,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),71.28,1522.41,Yes,1,25-48 Months,High,Mid Value,Senior
TELCO-00361,Female,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,One year,Yes,Electronic check,53.04,747.74,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-00362,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.59,2065.26,Yes,1,25-48 Months,High,Mid Value,Non-Senior
TELCO-00363,Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,80.18,1512.09,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-00364,Female,1,No,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,120.0,2718.49,No,0,13-24 Months,Premium,High Value,Senior
TELCO-00365,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,No,One year,No,Mailed check,69.89,5035.55,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-00366,Male,1,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.12,416.92,No,0,13-24 Months,Low,Mid Value,Senior
TELCO-00367,Male,1,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Credit card (automatic),61.53,4362.7,No,0,49-72 Months,Mid,High Value,Senior
TELCO-00368,Female,1,No,No,70,Yes,No,DSL,Yes,Yes,No,One year,No,Electronic check,83.23,5002.55,Yes,1,49-72 Months,High,High Value,Senior
TELCO-00369,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,94.87,579.22,No,0,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-00370,Male,0,No,No,2,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.0,31.82,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-00371,Female,1,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,72.61,215.54,No,0,0-12 Months,High,Low Value,Senior
TELCO-00372,Male,1,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,One year,No,Credit card (automatic),38.08,34.08,No,0,0-12 Months,Mid,Low Value,Senior
TELCO-00373,Male,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),48.0,82.91,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00374,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,90.38,2907.9,Yes,1,25-48 Months,Premium,High Value,Non-Senior
TELCO-00376,Female,1,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,44.66,489.24,Yes,1,0-12 Months,Mid,Mid Value,Senior
TELCO-00377,Male,0,No,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Mailed check,60.26,2974.63,Yes,1,49-72 Months,Mid,High Value,Non-Senior
TELCO-00378,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.92,44.93,Yes,1,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00379,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,120.0,5780.93,No,0,49-72 Months,Premium,High Value,Non-Senior
TELCO-00380,Male,0,No,Yes,9,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),73.35,598.75,No,0,0-12 Months,High,Mid Value,Non-Senior
TELCO-00381,Female,1,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Bank transfer (automatic),39.82,110.57,No,0,0-12 Months,Mid,Low Value,Senior
TELCO-00382,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),104.67,3711.53,Yes,1,25-48 Months,Premium,High Value,Non-Senior
TELCO-00383,Male,0,Yes,No,29,Yes,Yes,DSL,No,No,Yes,One year,No,Electronic check,105.72,2715.89,Yes,1,25-48 Months,Premium,High Value,Non-Senior
TELCO-00384,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Two year,Yes,Credit card (automatic),118.75,6379.17,Yes,1,49-72 Months,Premium,High Value,Non-Senior
TELCO-00385,Female,1,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),120.0,4285.34,Yes,1,25-48 Months,Premium,High Value,Senior
TELCO-00386,Female,0,Yes,No,48,Yes,No,DSL,No,Yes,No,Two year,Yes,Electronic check,86.23,3869.49,No,0,25-48 Months,High,High Value,Non-Senior
TELCO-00387,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Electronic check,54.5,470.16,Yes,1,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-00388,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),58.92,272.35,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00389,Male,0,Yes,No,41,Yes,No,DSL,No,No,Yes,Month-to-month,No,Mailed check,56.24,2324.25,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00390,Male,1,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,52.89,2223.25,Yes,1,49-72 Months,Mid,Mid Value,Senior
TELCO-00391,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Credit card (automatic),102.2,6890.06,No,0,49-72 Months,Premium,High Value,Non-Senior
TELCO-00392,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Electronic check,65.02,903.57,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-00393,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,94.14,1198.75,No,0,13-24 Months,Premium,Mid Value,Non-Senior
TELCO-00394,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Bank transfer (automatic),85.3,3915.55,Yes,1,25-48 Months,High,High Value,Non-Senior
TELCO-00395,Female,1,Yes,No,12,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),32.04,366.05,Yes,1,0-12 Months,Low,Low Value,Senior
TELCO-00396,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,No,Electronic check,18.0,1357.4,Yes,1,49-72 Months,Low,Mid Value,Non-Senior
TELCO-00397,Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.9,,Yes,1,49-72 Months,Low,Low Value,Non-Senior
TELCO-00398,Male,1,Yes,No,16,Yes,Yes,DSL,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),52.2,715.08,No,0,13-24 Months,Mid,Mid Value,Senior
TELCO-00399,Male,0,No,Yes,41,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.03,2499.47,Yes,1,25-48 Months,High,High Value,Non-Senior
TELCO-00400,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.55,1777.32,Yes,1,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00401,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,86.09,235.87,Yes,1,0-12 Months,High,Low Value,Non-Senior
TELCO-00402,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,Credit card (automatic),49.17,2949.68,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-00403,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,72.71,1430.0,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-00404,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,No,Credit card (automatic),68.53,3270.01,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-00405,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,117.03,1125.8,No,0,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-00406,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.74,2177.21,No,0,49-72 Months,Mid,Mid Value,Non-Senior
TELCO-00407,Female,0,No,Yes,14,No,No phone service,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,1725.84,Yes,1,13-24 Months,Premium,Mid Value,Non-Senior
TELCO-00408,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Mailed check,47.17,42.94,Yes,1,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00409,Male,1,Yes,No,70,No,No phone service,Fiber optic,No,No,No,Two year,No,Electronic check,24.8,1723.49,No,0,49-72 Months,Low,Mid Value,Senior
TELCO-00410,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.49,113.75,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00411,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),120.0,1234.78,No,0,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-00412,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Two year,No,Electronic check,91.86,5938.01,No,0,49-72 Months,Premium,High Value,Non-Senior
TELCO-00413,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,Two year,No,Electronic check,83.09,5526.63,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-00414,Female,0,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),88.86,2151.35,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-00415,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,41.91,1118.34,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00416,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,74.78,1135.21,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-00417,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,65.08,568.34,Yes,1,0-12 Months,High,Mid Value,Non-Senior
TELCO-00418,Female,1,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Mailed check,119.27,1346.02,Yes,1,0-12 Months,Premium,Mid Value,Senior
TELCO-00419,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.74,1911.23,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00420,Female,0,Yes,No,41,No,No phone service,DSL,No,No,Yes,One year,Yes,Bank transfer (automatic),53.65,2144.75,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00421,Male,0,Yes,No,47,Yes,No,DSL,Yes,No,No,Month-to-month,No,Mailed check,30.06,1339.47,No,0,25-48 Months,Low,Mid Value,Non-Senior
TELCO-00422,Male,0,No,Yes,46,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.2,3261.23,Yes,1,25-48 Months,High,High Value,Non-Senior
TELCO-00423,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.79,141.59,No,0,0-12 Months,High,Low Value,Non-Senior
TELCO-00424,Male,1,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.95,547.82,Yes,1,13-24 Months,Low,Mid Value,Senior
TELCO-00425,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,78.59,81.33,No,0,0-12 Months,High,Low Value,Non-Senior
TELCO-00426,Female,0,No,No,23,Yes,No,DSL,No,No,Yes,Two year,No,Credit card (automatic),72.0,1645.96,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-00427,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,95.4,1414.71,No,0,13-24 Months,Premium,Mid Value,Non-Senior
TELCO-00428,Male,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,101.37,5834.87,Yes,1,49-72 Months,Premium,High Value,Non-Senior
TELCO-00429,Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,67.83,820.0,Yes,1,0-12 Months,High,Mid Value,Non-Senior
TELCO-00430,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Electronic check,33.91,103.48,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-00431,Male,0,Yes,No,4,Yes,No,DSL,Yes,No,Yes,Two year,Yes,Electronic check,40.08,153.75,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00432,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,117.86,4869.78,No,0,25-48 Months,Premium,High Value,Non-Senior
TELCO-00433,Female,1,No,No,28,Yes,Yes,DSL,Yes,No,No,One year,Yes,Electronic check,69.96,1912.62,No,0,25-48 Months,High,Mid Value,Senior
